INPUT:id	INPUT:text	GOLDEN:source
139	Сегодня во время визита в Россию Президент Республики Сербии Александр Вучич посетил Академический ансамбль песни и пляски Российской Армии имени А.В.Александрова<br><br>#Минобороны #МеждународнаяДеятельность	mil
140	Экипажи ударных вертолетов Ка-52, Ми-24 и Ми-8АМТШ Западного военного округа на учении в Псковской области поразили свыше 100 мишеней, имитирующих колонны боевой техники и самолеты на аэродромах условного противника <br> <br>На этапе практических действий летчики выполнили задания одиночно и в составе звеньев с боевыми пусками управляемого и неуправляемого ракетного, бомбового и пушечного вооружения. <br> <br>Помимо этого, экипажи боевых машин осуществили задачи огневой поддержки мотострелковых и танковых подразделений, ведущих маневренный бой с превосходящими силами условного противника. <br> <br>#Минобороны #ЗВО #Ка52 #Ми24 #Ми8АМТШ	mil
141	Министр обороны России поздравил сотрудников и ветеранов Главного управления Генерального штаба с профессиональным праздником — Днем военного разведчика<br><br>Выступая перед сотрудниками Главного управления Генерального штаба Вооруженных Сил РФ в преддверии Дня военного разведчика Министр обороны заявил, что военные разведчики обеспечили успешную работу Воздушно-космических сил в ходе операции в Сирии.<br> <br>Он сообщил, что сегодня шесть самолетов Ту-22М3 нанесли очередные удары по объектам террористов в Сирии, подчеркнув, что успешный результат во многом обеспечен и действиями военных разведчиков. <br> <br>«Это лишь маленькая часть той работы, которую сегодня ведет военная разведка. И мы вам благодарны, признательны за это», – отметил Министр обороны. <br> <br>Министр обороны привел такой красноречивый факт – за проявленное мужество почти 750 сотрудников военной разведки удостоены высоких званий Героя Советского Союза» и Героя России, тысячи награждены орденами и медалями. <br> <br>Отдельные слова признательности и благодарности глава военного ведомства адресовал ветеранам военной разведки. <br> <br>«И я сегодня еще раз хочу пожелать вам здоровья, берегите себя, вы нужны нам, нужны стране, нам нужен ваш опыт», – заключил глава военного ведомства.	mil
142	Предстанут перед судом участники сообщества, занимавшиеся сбытом героина на территории России <br><br>«ГСУ столичной полиции окончено производством и направлено в суд уголовное дело по обвинению пятерых граждан в организации сообщества и участии в нем, а также в совершении преступлений, связанных с незаконным оборотом героина в особо крупном размере на территории Российской Федерации», – сообщил начальник Управления информации и общественных связей ГУ МВД России по г. Москве Александр Князев.<br><br>Подробности: https://77.мвд.рф/news/item/9029905<br><br>#МВД #Петровка38 #полиция #новости #наркотики	mospolice
143	Расчеты ЗРПК «Панцирь» #ВВО впервые выполнили сопровождение и уничтожение низколетящих воздушных целей из автоматических пушек на удалении 1200 метров на общевойсковом полигоне в Хабаровском крае <br> <br>Кроме того, личный состав зенитно-ракетного подразделения на новых комплексах совершил 400 километровый марш в район выполнения боевых стрельб.	mil
144	"Испанский художник Висенте Ромеро Редондо закончил школу искусств ""Сан-Фернандо"" в 1982 году. Он работает в стиле неореализма и большинство его полотен – гимн красоте и романтике. Вот одна из его картин."	russianpost
145	В Бутырском районе Москвы обнаружен арсенал оружия<br><br>Бригада рабочих при строительстве водопровода на Новодмитровской улице во время раскопки труб канализации наткнулась на боевой артиллерийский снаряд.<br><br>Подробнее: https://petrovka38.ru/news/item/7876443<br><br>#петровка38 #новости #арсенал #оружие	mospolice
146	Переброска бойцов арктической мотострелковой бригады СФ на армейском снегоходе А-1 во время проверки боеготовности подразделений в Мурманской области <br> <br>#Минобороны #СФ #Арктика	mil
147	Сотрудники полиции установили местонахождение пропавшего без вести мужчины<br><br>Сотрудниками полиции установлено местонахождение пропавшего без вести Седова Юрия Ивановича, который 10 декабря 2017 года ушел из дома и не вернулся. <br> <br>В полицию с заявлением о розыске страдающего расстройством памяти 53-летнего жителя Зеленограда, обратились родственники. Как выяснилось, накануне мужчина вышел из кваритры и его не могли найти. <br> <br>На розыск без вести пропавшего были ориентированы наружные службы полиции. Сотрудниками уголовного розыска УВД по Зеленоградскому АО проведен ряд оперативно-розыскных мероприятий. <br> <br>Сегодня на станции метро Тушинская г. Москвы пропавший без вести Юрий Седов был обнаружен. Сотрудник пресс-службы УВД по Зеленоградскому АО лейтенант внутренней службы Марина Абрамова находилась в свободное от службы время около автобусной остановки, расположенной в проезде Стратонавтов г. Москвы. Заметив мужчину, приметы которого были размещены в средствах массовой информации, как пропавшего без вести, офицер полиции незамедлительно сообщила об этом коллегам - инициаторам розыска. <br> <br>При взаимодействии с волонтерами одной из общественных организаций сотрудниками отдела уголовного розыска мужчина был доставлен в территориальный отдел полиции СЗАО г. Москвы. Мужчине оказали первую помощь, а затем он был госпитализирован в столичную больницу. Сотрудники полиции сообщили заявителям о том, что их родственник найден.<br><br>#police #mvdrussia #МВД #мвдроссии #полиция #полицияроссии #мвд77 #петровка38 #розыск	mospolice
148	В УВД по ЮАО наградили двух жителей округа за помощь полиции<br><br>На оперативном совещании руководящего состава заместитель начальника УВД по ЮАО ГУ МВД России по г. Москве полковник полиции Дмитрий Баранов вручил благодарность и ценные подарки жителям юга столицы Сергею Симонову и Сергею Митину. Они помогли полицейским в задержании подозреваемого в совершении разбойного нападения. <br> <br>В ноябре текущего года возле одного из жилых домов на женщину напал неизвестный. Злоумышленник, угрожая ей удушением ремнем, похитил золотой браслет и попытался скрыться. Свидетелями происходящего стали двое прохожих. <br> <br>Пока один из них оказывал помощь потерпевшей, другой побежал за нападавшим. Услышав крики, на помощь пришел еще один гражданин. Мужчинам удалось задержать злоумышленника, 31-летнего жителя ближнего зарубежья. Он был передан сотрудникам полиции, прибывшим на место происшествия. Следствием ОМВД России по району Царицыно было возбуждено уголовное дело по признакам преступления, предусмотренного ст. 162 УК РФ «Разбой». <br> <br>Полковник полиции Дмитрий Баранов поблагодарил молодых людей за инициативу, смелость и помощь в раскрытии преступления, отметив, что этот случай должен послужить примером активной гражданской позиции, как для полицейских, так и для жителей столицы.Такое эффективное взаимодействие сотрудников органов внутренних дел и граждан помогает в раскрытии преступлений, а также укрепляет доверие друг к другу, что позволяет своевременно вставать на защиту законных прав и интересов людей.<br><br>#police #mvdrussia #МВД #мвдроссии #полиция #полицияроссии #мвд77 #петровка38 #награждение #граждане #юао	mospolice
149	17 января 1847 года родился Николай Егорович Жуковский – ученый в области механики, основоположник современной теоретической и экспериментальной аэромеханики <br> <br>Жуковского неслучайно нарекли «отцом русской авиации». В 1902 году при механическом кабинете Московского университета под его руководством была построена одна из первых в Европе аэродинамическая труба. <br> <br>Позже в курсе лекций «Теоретические основы воздухоплавания» он обобщает свои исследования в области аэродинамики. Под руководством формируется блестящая плеяда советских авиаконструкторов, куда входят Владимир Ветчинкин, Андрей Туполев и Борис Юрьев. <br> <br>Открытию Жуковским закона, определяющего подъемную силу крыла самолета, в 1904 году предшествуют его доклады «О парении птиц», где всесторонне исследуется динамику полета птиц, «По поводу летательного снаряда Чернушенко», где предсказывается возможность «мертвой петли». При этом ученый впервые заинтересовался теорией полетов, когда ему было уже больше 50 лет. <br> <br>Во время Первой мировой войны Жуковский работал над теорией бомбометания и занимался вопросами баллистики артиллерийских снарядов. В 1918 году по его предложению создан Центральный аэрогидродинамический институт (ЦАГИ), а в 1919-м – Московский авиационный техникум, на базе которого через три года создана Академия Воздушного флота (ныне Военно-воздушная инженерная академия им. проф. Н.Е. Жуковского).	mil
150	"Поздравление Владимира Колокольцева с Международным женским днем<br><br>""Дорогие женщины! Уважаемые коллеги! <br> <br>Сердечно поздравляю вас с замечательным весенним праздником - Международным женским днем! <br> <br>Сегодня женщины играют значительную роль во всех сферах общественной жизни. Не является исключением и правоохранительная система. Ваши профессиональные и личные качества, внимательное отношение к людям позволяют достигать высоких результатов в служебной деятельности, вносить достойный вклад в решение важных и ответственных задач по обеспечению правопорядка в стране. <br> <br>Вы щедро дарите душевное тепло и домашний уют. Сохраняете истинные семейные ценности, воспитываете детей, неустанно заботитесь о близких. <br> <br>В этот праздничный день от лица всех мужчин - сотрудников органов внутренних дел выражаю признательность коллегам женщинам за самоотверженный и добросовестный труд, за умение привнести в нашу нелегкую работу женскую мудрость, чуткость, терпение и доброту. <br> <br>Искренне желаю вам счастья, здоровья, семейного благополучия, успехов в службе и весеннего настроения"". <br> <br>Министр внутренних дел Российской Федерации <br>генерал полиции Российской Федерации В.А. Колокольцев<br><br>#МВДРосси #ВладимирКолокольцев #поздравление #праздник #8марта #8мартавкаждыйдом #полиция #цветочныйпатруль #россия"	mospolice
151	#БудниМЧС #МЧС #МЧСРОССИИ <br><br>Приходим на помощь в любом уголке страны! <br>Фото: Любовь Павлюк	mchsgov
152	ВНИМАНИЕ! РОЗЫСК! <br><br>Розыск пропавшей без вести Тюриной Натальи Николаевны <br><br>ОМВД России по району Сокол г. Москвы разыскивает пропавшую без вести Тюрину Наталью Николаевну 15.01.1981 года рождения, уроженку г. Москвы, местонахождение которой неизвестно с 5 июня 2017 г. <br> <br>Приметы: на вид 35 лет, рост 165-170 см, волосы светлые ниже плеч, худого телосложения. <br> <br>Была одета: черная короткая кожаная куртка, черные брюки. <br> <br>Полиция просит всех, кому что-либо известно о местонахождении разыскиваемой, сообщить по телефонам: 8(495) 601-00-08 или в службу «102» (с мобильных телефонов – 112). <br><br>#МВД #Петровка38 #полиция #розыск #сокол	mospolice
153	В акватории залива Петра Великого с экипажем БПК «Адмирал Виноградов» провели учение по отражению воздушной атаки условного противника, роль которого выполнял противолодочный самолет Ил-38 морской авиации ТОФ. <br> <br>Кроме того, моряки провели учение по организации охраны и обороны корабля при стоянке на незащищенном рейде, в ходе которого штатные расчеты по борьбе с подводными диверсионными силами и средствами произвели гранатометания в месте стоянки корабля. <br> <br>#Минобороны #ТОФ #Ил38	mil
154	Выпускники Сызранского филиала Военно-воздушной академии устроили флешмоб, посвященный выпуску молодых офицеров-летчиков армейской авиации <br> <br>После проведения торжественной церемонии вручения лейтенантских погон около 300 выпускников выстроили на плацу филиала фигуры погон (один — с буквой К, второй — с двумя лейтенантскими заездами) и вертолета, символично обозначив и обучение в военном ВУЗе и свою специальность.	mil
155	В столице вводится особый порядок регистрационного учета граждан, прибывающих на территорию города в период проведения в Российской Федерации чемпионата мира по футболу FIFA 2018 года и Кубка конфедераций FIFA 2017 года <br><br>В целях реализации п. 4 Указа Президента Российской Федерации от 9 мая 2017 года № 202 «Об особенностях применения усиленных мер безопасности в период проведения в Российской Федерации чемпионата мира по футболу FIFA 2018 года и Кубка конфедераций FIFA 2017 года в период проведения указанных мероприятий срок обращения граждан Российской Федерации по вопросам регистрации по месту пребывания сокращается с 90 (по месту жительства – 7) до 3 дней со дня прибытия. Гражданин обязан не позднее трех дней со дня прибытия обратиться для регистрации в структурные подразделения отделов по вопросам миграции ГУ МВД России по г. Москве. <br> <br>Срок обращения для постановки на учет по месту пребывания или регистрации по месту жительства иностранных граждан и лиц без гражданства сокращается с 7 рабочих дней до 1 суток со дня прибытия иностранного гражданина в место жительства или место пребывания. Таким образом, иностранные граждане и лица без гражданства, решившие посетить столицу, обязаны встать на миграционный учет в течение суток с момента прибытия. <br> <br>Нарушение указанных требований повлечет привлечение к ответственности в соответствии с действующим законодательством. <br> <br>Адреса структурных подразделений Управления по вопросам миграции ГУ МВД России по г. Москве, оказывающих государственные услуги по линии регистрационного учета граждан Российской Федерации и миграционному учету иностранных граждан: https://77.мвд.рф/ms/Otdeli_migracii_po_AO <br><br>#МВДРоссии #Петровка38 #полиция #новости #чемпионат #футбол #FIFA2017 #FIFA2018	mospolice
156	#СоветМЧС #МЧС #МЧСРОССИИ	mchsgov
157	Годовой отчет об основных показателях деятельности Вооруженных Сил России <br> <br>#Минобороны #Инфографика #ВСРФзагод	mil
158	«Всегда на связи»<br><br>Елена Кораблина, почтальон 1 класса отделения почтовой связи Белореченск 352630 УФПС Краснодарского края, отмечена благодарностью за выполнение плановых заданий.<br><br>Елена считает свою профессию незаменимой. «Представьте себе, если рабочий не выйдет на завод, это заметят только его руководство и коллеги, – рассуждает она. – А если почтальон вдруг не выйдет на участок? Тысячи людей начнут волноваться». <br>Вся ее жизнь «до почты» была посвящена только детям – их у нее трое. А когда те подросли, пришла на Почту. «В своей профессии я нашла столько плюсов, что уже не променяю ее ни на какую другую, – уверенно заявляет она. – Помню, когда я в школе училась, нам почту приносила Раиса Николаевна Зайцева. Когда она приходила, все соседи собирались возле одного дома, чтобы обсудить с ней последние новости. Я часто провожала ее до перекрестка, помогала тяжелую сумку нести. Теперь и я почтальон. Наверное, это судьба».<br><br>Клиенты отзываются о Елене как об очень чутком человеке, который готов помочь буквально в любое время суток. Она всегда на связи со своими клиентами – номер ее мобильного телефона есть у каждого из них. <br><br>«Я счастливый человек, у меня есть всё: крепкая семья, трое детей, двое внуков, любимая работа».	russianpost
159	В Краснодарском крае летчики авиасоединения ЮВО провели встречный бой с авиацией условного противника <br> <br>По замыслу ЛТУ, экипажи дежурных самолетов Су-27СМ3 и Су-30М2 были подняты по тревоге и направлены на перехват условных военных самолётов, нарушивших воздушную границу РФ. <br><br>В роли противников выступили пара самолётов из другого авиационного полка Южного военного округа. <br><br>В ходе воздушного боя условные нарушители воздушной границы РФ были уничтожены из ракетного и пушечного вооружения. <br><br>В ходе выполнения задач летчики отработали взаимодействие с зенитно-ракетными и радиотехническими войсками, вопросы аэронавигации, пилотирования по заданному маршруту и ухода от средств поражения условного противника. <br><br>#ЮВО #ВКС #ЛТУ	mil
160	#МЧС #МЧСРОССИИ <br><br>В Академии гражданской защиты МЧС России состоялось торжественное мероприятие, посвященное 25-летию ведущего вуза в системе высшего образования чрезвычайного министерства.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/33441057/	mchsgov
161	Пуск крылатой ракеты ОТРК «Искандер» на учении «Запад-2017»	mil
162	#МЧС #МЧСРОССИИ <br><br>Камчатские спасатели впервые применили беспилотное воздушное судно для поиска людей попавших под лавину.<br><br>http://www.mchs.gov.ru/dop/info/smi/news/item/33064481/	mchsgov
163	Ныне живущие королевские особы по-прежнему активно пользуются услугами традиционной почты. Английская школьница Милли написала письмо королеве Елизавете II, в котором поделилась своими переживаниями, связанными со смертью барабанщика второго батальона королевского стрелкового полка Ли Ригби. <br><br>И хотя этого никто не ожидал, королева ответила! Письмо пришло в таком красивом конверте, что домашние Милли принялись искать нож, чтобы аккуратно открыть его. Елизавета II сообщила, что разделяет скорбь своей подданной и также считает, что маленькому сыну Ригби, оставшемуся сиротой, обязательно надо помочь. Кстати, письмо королевы было оплачено на общих основаниях и доставлено в почтовый ящик Милли обычным путем.	russianpost
164	Разыскивается пропавший без вести Кудряшов Павел Евгеньевич<br><br>УВД по Северному округу ГУ МВД России по г. Москве разыскивает пропавшего без вести Кудряшова Павла Евгеньевича, 1988 года рождения, уроженца Респ. Чувашия, который 16 апреля ушел из дома по улице Дыбенко и с тех пор его местонахождение неизвестно.<br><br>Приметы: славянской внешности, на вид 27-30 лет, рост 160-165 см, волосы темно-русые, коротка стрижка, глаза карие.<br><br>Был одет: черная курта-жилетка, серая толстовка.<br><br>Полиция просит всех, кому что-либо известно о местонахождении разыскиваемого сообщить по телефонам: 8 (495) 601-00-09, 8 (495) 601-00-08 или «102».	mospolice
165	"Хороших выходных и отличного настроения!<br><br>Фото: Газета ""Петровка,38""<br><br>#МВД #Петровка38 #Москва #полиция #выходной"	mospolice
166	"Сотрудники МВД России в Москве обнаружили и спасли львенка<br><br>""Оперативники УВД по СЗАО ГУ МВД России по г. Москве совместно с представителями Департамента природопользования и охраны окружающей среды г. Москвы изъяли у приезжего мужчины львенка. <br> <br>В полицию поступило сообщение о том, что в сети Интернет размещены объявления о возможности сфотографироваться с экзотическими животными, а также их продаже. <br> <br>В ходе оперативно-розыскных мероприятий полицейскими был задержан 33-летний мужчина, который за денежное вознаграждение предлагал провести фотосессию с двухмесячным львенком. Разрешительных документов на него фигурант не предоставил. <br> <br>В отношении задержанного составлен протокол об административном правонарушении по ст. 8.35 КоАП РФ. Львенок передан в Центр реабилитации диких животных Департамента природопользования г. Москвы"", - сообщила официальный представитель МВД России Ирина Волк.<br><br>https://youtu.be/_ff5Wop5kOw<br><br>#police #mvdrussia #МВД #мвдроссии #полиция #полицияроссии #мвд77 #петровка38 #львенок"	mospolice
167	Участники организованной группы, похитившие денежные средства граждан под видом продажи квартир, предстанут перед судом <br><br>«ГСУ ГУ МВД России по г. Москве окончено производством и направлено в суд уголовное дело по обвинению четверых участников организованной группы в хищении денежных средств девяти потерпевших под видом продажи квартир по заниженной стоимости», - сообщил начальник Управления информации и общественных связей ГУ МВД России по г. Москве Александр Князев.<br><br>Подробности: https://77.мвд.рф/news/item/9033325<br><br>#МВД #Петровка38 #полиция #новости #суд	mospolice
168	Полицейские Юго-Западного округа Москвы задержали участников группы, подозреваемых в квартирной краже <br> <br>Сотрудники уголовного розыска УВД по ЮЗАО ГУ МВД России по г. Москве совместно с оперативниками ОМВД России по району Тёплый Стан задержали участников организованной группы, подозреваемых в квартирной краже. <br> <br>В дежурную часть полиции обратилась местная жительница с сообщением о том, что во время ее отсутствия в квартиру проникли неизвестные и похитили денежные средства, ювелирные украшения и антикварные вещи. При этом злоумышленники не оставили очевидных следов взлома. <br> <br>Руководитель пресс-службы ГУ МВД России по г. Москве Софья Хотина рассказала, что в ходе оперативно-разыскных мероприятий полицейские на Братеевской улице задержали подозреваемых. Ими оказались ранее судимые уроженцы Закавказья, дальнего зарубежья и москвич в возрасте от 29 до 46 лет. В момент задержания у злоумышленников при себе находилось несколько связок ключей от домофонов, различные отмычки, перчатки и другие приспособления для вскрытия дверных замков. <br> <br>Подробности: https://77.мвд.рф/news/item/8433608/ <br> <br>#МВД #Петровка38 #Москва #полиция #новости #теплыйстан	mospolice
169	Полицейские задержали сотрудницу кредитного учреждения, которая незаконно присваивала деньги клиентов <br><br>Сотрудники уголовного розыска ОМВД России по Пресненскому району задержали подозреваемую в краже денежных средств со счетов клиентов. <br> <br>В полицию с заявлением о краже обратилась 88-летняя пенсионерка. По ее словам, неизвестное лицо похитило денежные средства с ее расчетного счета, открытого в одной из столичных кредитных организаций. Ущерб, причиненный пожилой женщине, составил 200 тысяч рублей. <br> <br>В ходе оперативно-разыскных мероприятий сотрудники уголовного розыска ОМВД России по Пресненскому району совместно с сотрудниками службы безопасности указанного учреждения задержали подозреваемую на рабочем месте. <br> <br>По данному факту было возбуждено уголовное дело по признакам преступления, предусмотренного ст. 158 УК РФ «Кража». В отношении подозреваемой избрана мера пресечения в виде подписки о невыезде. <br> <br>В ходе расследования сотрудники полиции установили причастность злоумышленницы к аналогичному эпизоду. Было установлено, что, имея свободный доступ к счетам клиентов, злоумышленница переводила их деньги на свою карту. <br> <br>В настоящее время сотрудники полиции проводят ряд мероприятий, направленных на установление дополнительных эпизодов противоправной деятельности задержанной.<br><br>#МВД #Петровка38 #полиция #деньги #пресненский	mospolice
170	Наша цель - сделать визит в почтовое отделение максимально быстрым и комфортным для каждого клиента. Сегодня мы запустили в Москве комплексную программу «Почта без очередей», которая поможет улучшить обслуживание в почтовых отделениях. <br><br>«Программа затрагивает сразу несколько направлений: модель работы с юридическими лицами, изменение стандартов и технологических процессов обслуживания, а также кадровую политику и систему мотивации сотрудников», - подчеркивает генеральный директор Почты России Дмитрий Страшнов. Расскажем подробнее о каждом из них!<br><br>Одна из причин образования очередей в почтовых отделениях – отправка корреспонденции от «скрытых» юридических лиц – курьеров, которые отправляют до нескольких десятков заказных писем. Эта ситуация наиболее характерна для столицы. «Для удобства клиентов прием отправлений от юридических лиц выносится в специализированные отделения почтовой связи. В Москве количество специализированных отделений, принимающих письменную корреспонденцию от организаций за наличный расчет, в настоящее время увеличено до 150. Это каждое четвертое отделение. Кроме того, Почта России открыла в столице 71 центр обслуживания юридических лиц (ЦОЮЛ), в которых будут принимать письменную корреспонденцию от крупных организаций по безналичной форме оплаты. А получить и отправить посылки, мелкие пакеты и отправления EMS юридические лица в Москве смогут в 87 центрах выдачи и приема посылок (ЦВПП)», - отмечает заместитель генерального директора Почты России по посылочному бизнесу и экспресс доставке, директор макрорегиона Москва Сергей Малышев.<br><br>В остальных почтовых отделениях Москвы отправления, имеющие в обратном адресе наименование организации, оформляться не будут. С полным списком Центров обслуживания юридических лиц и специализированных ОПС, адресами их расположения можно ознакомиться на сайте Почты России: https://www.pochta.ru/support/dostavka/otdeleniya-dlya-biznesa. Эти меры позволят не только убрать очереди в столичных отделениях связи, но и сделают более удобной для бизнеса отправку корреспонденции. Системная работа по повышению качества обслуживания корпоративных клиентов предполагает также перевод большинства операций с юридическими лицами в режим онлайн – начиная с этапа заключения договора и заканчивая возможностью осуществления предпочтовой подготовки. Решения, внедряемые в Москве, впоследствии будут воплощены в жизнь и в других регионах страны.<br><br>Другое направление программы «Почта без очередей» включает оптимизацию производственных процессов и технологии взаимодействия с клиентами, а также более рациональную организацию пространства почтового офиса. Например, зоны хранения почтовых отправлений выносятся непосредственно за спины операторов, что в разы сокращает время поиска и выдачи почтовых отправлений.<br><br>В отделениях с наибольшей нагрузкой в зале появятся консультанты, которые сориентируют посетителей по услугам, а также по трек-номеру и паспорту смогут без очереди выдавать отправления. В клиентский зал выносится и постоянное рабочее место начальника отделения, который будет осуществлять оперативный контроль за работой операторов, а в момент наплыва посетителей – подключаться к обслуживанию клиентов или решать сложные и нестандартные вопросы. В Москве также действует шесть мобильных бригад «скорой почтовой помощи», которые оперативно приезжают по сигналу в отделение связи и помогают обслужить посетителей. За каждым почтамтом закреплена такая мобильная бригада.<br><br>Сейчас активно внедряется новая система отбора персонала для почтовых отделений. Открыт новый кадровый центр подбора и обучения операторов в Москве, который еженедельно выпускает 100-150 новых специалистов, освоивших передовые почтовые технологии и программное обеспечение. Также подписано соглашение с Центром занятости населения города Москвы, в рамках которого предприятие рассчитывает привлечь к работе на почте не менее 500 студентов.<br><br>Полный текст новости: https://www.pochta.ru/news-list/item/706945129	russianpost
